,Player,Yahoo,ESPN,Team
1261,Jorge Barrosa,0.0,0.0,l c
1262,Tanner Murray,0.0,0.0,l c
1263,Hunter Feduccia,0.0,0.0,l c
1264,Stone Garrett,0.0,0.0,l c
1265,Sam Hilliard,0.0,0.0,l c
1266,Livan Soto,0.0,0.0,l c
1267,Travis Jankowski,0.0,0.0,l c
1268,Jonathan Ornelas,0.0,0.0,l c
1269,Noah Mendlinger,0.0,0.0,l c
1270,Francisco Mejia,0.0,0.0,l c
1271,Andrew Knapp,0.0,0.0,l c
1272,David Dahl,0.0,0.0,l c
1273,Alex Ramirez,0.0,0.0,l c
1274,Daniel Susac,0.0,0.0,l c
1275,Drew Gilbert,0.0,0.0,l c
1276,Garrett Cooper,0.0,0.0,l c
1277,Luke Williams,0.0,0.0,l c
1278,Nick Loftin,0.0,0.0,l c
1279,Nathan Martorella,0.0,0.0,l c
1280,CJ Alexander,0.0,0.0,l c
1281,Vaughn Grissom,0.0,0.0,l c
1282,Frederick Bencosme,0.0,0.0,l c
1283,James Triantos,0.0,0.0,l c
1284,Kyle McCann,0.0,0.0,l c
1285,Curt Casali,0.0,0.0,l c
1286,Tristan Gray,0.0,0.0,l c
1287,Wes Clarke,0.0,0.0,l c
1288,Jared Walsh,0.0,0.0,l c
1289,Jason Vosler,0.0,0.0,l c
1290,Thayron Liranzo,0.0,0.0,l c
1291,Drew Millas,0.0,0.0,l c
1292,Nick Raposo,0.0,0.0,l c
1293,Rob Brantly,0.0,0.0,MIA
1294,Alex Freeland,0.0,0.0,l c
1295,Ryan Ritter,0.0,0.0,l c
1296,Tanner Schobel,0.0,0.0,l c
1297,Cody Freeman,0.0,0.0,l c
1298,A.J. Vukovich,0.0,0.0,l c
1299,Nick Gordon,0.0,0.0,l c
1300,Jakson Reetz,0.0,0.0,l c
1301,Sammy Siani,0.0,0.0,l c
1302,Leo Jimenez,0.0,0.0,l c
1303,Keston Hiura,0.0,0.0,l c
1304,Terrell Tatum,0.0,0.0,l c
1305,Christian Franklin,0.0,0.0,l c
1306,Clay Dungan,0.0,0.0,l c
1307,Austin Martin,0.0,0.0,l c
1308,Andrew Navigato,0.0,0.0,l c
1309,Bligh Madris,0.0,0.0,l c
1310,Matt Koperniak,0.0,0.0,l c
1311,Bryan Torres,0.0,0.0,l c
1312,Jose Rodriguez,0.0,0.0,l c
1313,Gino Groover,0.0,0.0,l c
1315,Jake Rucker,0.0,0.0,l c
1316,Matt Gorski,0.0,0.0,l c
1317,Paul McIntosh,0.0,0.0,l c
1318,Cooper Ingle,0.0,0.0,l c
1319,Ben Cowles,0.0,0.0,l c
1320,Jair Camargo,0.0,0.0,l c
1321,Chuckie Robinson,0.0,0.0,l c
1322,Sam Haggerty,0.0,0.0,l c
1323,Anthony Prato,0.0,0.0,l c
1324,Forrest Wall,0.0,0.0,l c
1325,Miguel Sano,0.0,0.0,l c
1326,Jeron Williams,0.0,0.0,l c
1327,Carter Jensen,0.0,0.0,l c
1328,Wade Meckler,0.0,0.0,l c
1329,Will Wilson,0.0,0.0,l c
1330,Ronny Simon,0.0,0.0,MIA
1331,Petey Halpin,0.0,0.0,l c
1332,Ildemaro Vargas,0.0,0.0,l c
1333,Nick Senzel,0.0,0.0,l c
1334,Luke Maile,0.0,0.0,l c
1335,Jose Ramos,0.0,0.0,l c
1336,Abrahan Gutierrez,0.0,0.0,l c
1337,Andrew Pinckney,0.0,0.0,l c
1338,Cooper Bowman,0.0,0.0,l c
1339,Jose Barrero,0.0,0.0,l c
1340,Eric Yang,0.0,0.0,l c
1341,Dayan Frias,0.0,0.0,l c
1342,Buddy Kennedy,0.0,0.0,l c
1343,Diego Cartaya,0.0,0.0,l c
1344,Vimael Machin,0.0,0.0,l c
1345,Samad Taylor,0.0,0.0,l c
1346,Heriberto Hernandez,0.0,0.0,l c
1347,Matt Carpenter,0.0,0.0,l c
1348,Anthony Rendon,0.0,0.0,l c
1349,Rece Hinds,0.0,0.0,l c
1350,Nacho Alvarez,0.0,0.0,l c
1351,Harry Ford,0.0,0.0,l c
1352,Phil Clarke,0.0,0.0,l c
1353,Liover Peguero,0.0,0.0,l c
1354,Joey Wendle,0.0,0.0,l c
1355,Yordys Valdes,0.0,0.0,l c
1356,Drew Avans,0.0,0.0,l c
1357,Jeferson Quero,0.0,0.0,l c
1358,Alika Williams,0.0,0.0,l c
1359,Bryce Johnson,0.0,0.0,l c
1360,Osleivis Basabe,0.0,0.0,l c
1361,Pedro Leon,0.0,0.0,l c
1362,Peyton Alford,0.0,0.0,l c
1363,Dax Fulton,0.0,0.0,l c
1364,Evan Kravetz,0.0,0.0,l c
1365,George Klassen,0.0,0.0,l c
1366,Wyatt Mills,0.0,0.0,l c
1367,Junior Fernandez,0.0,0.0,l c
1368,Phil Bickford,0.0,0.0,l c
1369,Luis Vazquez,0.0,0.0,l c
1370,Travis Kuhn,0.0,0.0,l c
1371,Xzavion Curry,0.0,0.0,l c
1372,Seth Martinez,0.0,0.0,l c
1373,Tejay Antone,0.0,0.0,l c
1374,Justin Dunn,0.0,0.0,l c
1375,Brandon Hughes,0.0,0.0,l c
1376,Christian Roa,0.0,0.0,l c
1377,Justin Yeager,0.0,0.0,l c
1378,Keagan Gillies,0.0,0.0,l c
1379,Rafael Flores,0.0,0.0,l c
1380,Sam Brown,0.0,0.0,l c
1381,Ricardo Olivar,0.0,0.0,l c
1382,Blaine Crim,0.0,0.0,l c
1383,Pablo Aliendo,0.0,0.0,l c
1384,Rodolfo Duran,0.0,0.0,l c
1385,Jordan Diaz,0.0,0.0,l c
1386,Joe La Sorsa,0.0,0.0,l c
1387,Kody Hoese,0.0,0.0,l c
1388,Elijah Dunham,0.0,0.0,l c
1389,Akil Baddoo,0.0,0.0,l c
1390,Scott Kingery,0.0,0.0,l c
1391,Jhostynxon Garcia,0.0,0.0,l c
1392,Brandon Komar,0.0,0.0,l c
1393,Eiberson Castellano,0.0,0.0,l c
1394,Kevin Gowdy,0.0,0.0,l c
1395,P.J. Higgins,0.0,0.0,l c
1396,Robby Ahlstrom,0.0,0.0,l c
1397,Corey Julks,0.0,0.0,l c
1398,Nolan Clenney,0.0,0.0,l c
1399,Sadrac Franco,0.0,0.0,l c
1400,Clay Helvey,0.0,0.0,l c
1401,Wesley Moore,0.0,0.0,l c
1402,Moises Chace,0.0,0.0,l c
1403,Cam Schlittler,0.0,0.0,l c
1404,Tyler Baum,0.0,0.0,l c
1405,Jack Sinclair,0.0,0.0,l c
1406,Samuel Aldegheri,0.0,0.0,l c
1407,Hobie Harris,0.0,0.0,l c
1408,Kenyon Yovan,0.0,0.0,l c
1409,Nicholas Padilla,0.0,0.0,l c
1410,Brendan Cellucci,0.0,0.0,l c
1411,Eddy Yean,0.0,0.0,l c
1412,Holden Powell,0.0,0.0,l c
1413,Robert Stock,0.0,0.0,l c
1414,Isaac Mattson,0.0,0.0,l c
1415,Julio Rodriguez,0.0,0.0,l c
1416,Thaddeus Ward,0.0,0.0,l c
1417,Ray Gaither,0.0,0.0,l c
1418,Austin Kitchen,0.0,0.0,l c
1419,Connor Seabold,0.0,0.0,l c
1420,Camden Minacci,0.0,0.0,l c
1421,Victor Mederos,0.0,0.0,l c
1422,Hayden Juenger,0.0,0.0,l c
1423,Matthew Festa,0.0,0.0,l c
1424,Matt Cronin,0.0,0.0,l c
1425,Lucas Gilbreath,0.0,0.0,l c
1426,Michael Hobbs,0.0,0.0,l c
1427,Antonio Senzatela,0.0,0.0,COL
1428,Jefry Yan,0.0,0.0,l c
1429,Ryan Miller,0.0,0.0,l c
1430,Jonathon Long,0.0,0.0,l c
1431,Brock Wilken,0.0,0.0,l c
1432,Jimmy Crooks III,0.0,0.0,l c
1433,Trenton Brooks,0.0,0.0,l c
1434,David Banuelos,0.0,0.0,l c
1435,Cal Mitchell,0.0,0.0,l c
1436,Brennan Milone,0.0,0.0,l c
1437,Leonardo Bernal,0.0,0.0,l c
1438,Joe Mack,0.0,0.0,l c
1439,Andrew Knizner,0.0,0.0,l c
1440,Coco Montes,0.0,0.0,l c
1441,Ryan Vilade,0.0,0.0,l c
1442,Brandon Crawford,0.0,0.0,l c
1443,Jacob Berry,0.0,0.0,l c
1444,Cam Devanney,0.0,0.0,l c
1445,Tristan Peters,0.0,0.0,l c
1446,Michael Turner,0.0,0.0,l c
1447,Sandro Fabian,0.0,0.0,l c
1448,Ryan McKenna,0.0,0.0,l c
1449,Estevan Florial,0.0,0.0,l c
1450,Yan Gomes,0.0,0.0,l c
1451,Andrew Cossetti,0.0,0.0,l c
1452,Kenny Piper,0.0,0.0,l c
1453,Carlos Mendoza,0.0,0.0,l c
1454,Gustavo Campero,0.0,0.0,l c
1455,Michael Brosseau,0.0,0.0,l c
1456,Seby Zavala,0.0,0.0,l c
1457,Brett Sullivan,0.0,0.0,l c
1458,Luke Waddell,0.0,0.0,l c
1459,Niko Kavadas,0.0,0.0,l c
1460,Luis De Los Santos,0.0,0.0,l c
1461,Edward Olivares,0.0,0.0,l c
1462,Enrique Bradfield Jr.,0.0,0.0,l c
1463,Zach DeLoach,0.0,0.0,l c
1464,Zach Remillard,0.0,0.0,l c
1465,Danny Mendick,0.0,0.0,l c
1466,Cole Tucker,0.0,0.0,l c
1467,Tony Kemp,0.0,0.0,l c
1468,Aaron Hicks,0.0,0.0,l c
1469,Dylan Beavers,0.0,0.0,l c
1470,John Rave,0.0,0.0,l c
1471,Luca Tresh,0.0,0.0,l c
1472,Yunior Severino,0.0,0.0,l c
1473,Travis Blankenhorn,0.0,0.0,l c
1474,Jamie Westbrook,0.0,0.0,l c
1475,Dominic Smith,0.0,0.0,l c
1476,Tucker Flint,0.0,0.0,l c
1477,Jon Singleton,0.0,0.0,l c
1478,Tucupita Marcano,0.0,0.0,l c
1479,Tyler Gentry,0.0,0.0,l c
1480,Charles Leblanc,0.0,0.0,l c
1481,Quincy Hamilton,0.0,0.0,l c
1482,Yonathan Perlaza,0.0,0.0,l c
1483,Christian Cerda,0.0,0.0,l c
1484,Sergio Alcantara,0.0,0.0,l c
1485,Donovan Walton,0.0,0.0,l c
1486,Marco Luciano,0.0,0.0,l c
1487,Ryan Noda,0.0,0.0,l c
1488,Eddie Rosario,0.0,0.0,l c
1489,Willie Calhoun,0.0,0.0,l c
1490,Andre Lipcius,0.0,0.0,l c
1491,Jesus Bastidas,0.0,0.0,l c
1492,Jud Fabian,0.0,0.0,l c
1493,Emmanuel Rivera,0.0,0.0,l c
1494,Rene Pinto,0.0,0.0,l c
1495,Bobby Dalbec,0.0,0.0,l c
1496,Mike Ford,0.0,0.0,l c
1497,Tyler Tolbert,0.0,0.0,KC
1498,Oswald Peraza,0.0,0.0,NYY
1499,Victor Caratini,0.0,0.0,HOU
1500,Nick Fortes,0.0,0.0,l c
1501,Graham Pauley,0.0,0.0,MIA
1502,Grant McCray,0.0,0.0,l c
1503,Aaron Bummer,0.0,0.0,ATL
1504,Nick Yorke,0.0,0.0,l c
1505,DaShawn Keirsey,0.0,0.0,MIN
1506,Yuli Gurriel,0.0,0.0,SD
1507,Tyler Locklear,0.0,0.0,l c
1508,Mitch Haniger,0.0,0.0,l c
1509,Casey Schmitt,0.0,0.0,l c
1510,Brock Burke,0.0,0.0,LAA
1511,Kyle Wright,0.0,0.0,l c
1512,John Brebbia,0.0,0.0,l c
1513,Brett Bateman,0.0,0.0,l c
1514,Juan Brito,0.0,0.0,l c
1515,Daniel Schneemann,0.0,0.0,CLE
1516,Gage Workman,0.0,0.0,CHC
1517,Kevin Newman,0.0,0.0,LAA
1518,Ben Rortvedt,0.0,0.0,TB
1519,Manuel Rodriguez,0.0,0.0,TB
1520,Ian Hamilton,0.0,0.0,NYY
1521,Hoby Milner,0.0,0.0,TEX
1522,Garrett Cleavinger,0.0,0.0,TB
1523,Trent Thornton,0.0,0.0,SEA
1524,Andy Ibanez,0.0,0.0,DET
1525,Luis Campusano,0.0,0.0,l c
1526,Nick Mears,0.0,0.0,MIL
1527,Tanner Banks,0.0,0.0,PHI
1528,Eduard Bazardo,0.0,0.0,SEA
1529,Bryan Baker,0.0,0.0,BAL
1530,Brock Stewart,0.0,0.0,MIN
1531,Robert Hassell III,0.0,0.0,l c
1532,Drew Waters,0.0,0.0,KC
1533,Max Schuemann,0.0,0.0,OAK
1534,Korey Lee,0.0,0.0,l c
1535,Oscar Gonzalez,0.0,0.0,SD
1536,Alexander Canario,0.0,0.0,PIT
1537,Tirso Ornelas,0.0,0.0,SD
1538,Gregory Soto,0.0,0.0,BAL
1539,Oliver Dunn,0.0,0.0,l c
1540,Tyler Black,0.0,0.0,l c
1541,J.C. Escarra,0.0,0.0,NYY
1542,Addison Barger,0.0,0.0,TOR
1543,Brandon Lockridge,0.0,0.0,l c
1544,Liam Hicks,0.0,0.0,MIA
1545,Stuart Fairchild,0.0,0.0,ATL
1546,Eli White,0.0,0.0,ATL
1547,Zach Dezenzo,0.0,0.0,HOU
1548,Luken Baker,0.0,0.0,STL
1549,Austin Slater,0.0,0.0,l c
1550,Javier Sanoja,0.0,0.0,MIA
1551,Taylor Walls,0.0,0.0,TB
1552,Kevin Pillar,0.0,0.0,TEX
1553,Jared Triolo,0.0,0.0,PIT
1554,Drew Romo,0.0,0.0,l c
1555,Dominic Canzone,0.0,0.0,l c
1556,Rafael Marchan,0.0,0.0,PHI
1557,Tim Anderson,0.0,0.0,LAA
1558,Miles Mastrobuoni,0.0,0.0,SEA
1559,Davis Schneider,0.0,0.0,l c
1560,Michael Siani,0.0,0.0,STL
1561,Ezequiel Duran,0.0,0.0,TEX
1562,Joey Cantillo,0.0,0.0,CLE
1563,Juan Yepez,0.0,0.0,l c
1564,Cavan Biggio,0.0,0.0,KC
1565,Brandon Eisert,0.0,0.0,CWS
1566,Shawn Armstrong,0.0,0.0,TEX
1567,Collin Snider,0.0,0.0,SEA
1568,Justin Topa,0.0,0.0,MIN
1569,Kody Funderburk,0.0,0.0,l c
1570,Joey Wentz,0.0,0.0,PIT
1571,Lou Trivino,0.0,0.0,SF
1572,Will Brennan,0.0,0.0,l c
1573,Yariel Rodriguez,0.0,0.0,TOR
1574,Mark Canha,0.0,0.0,KC
1575,Caleb Thielbar,0.0,0.0,CHC
1576,Ryan Burr,0.0,0.0,l c
1577,Daysbel Hernandez,0.0,0.0,ATL
1578,Oddanier Mosqueda,0.0,0.0,l c
1579,Drey Jameson,0.0,0.0,ARI
1580,Paul Blackburn,0.0,0.0,l c
1581,Ryan Fernandez,0.0,0.0,STL
1582,Jose Tena,0.0,0.0,WSH
1583,Nic Enright,0.0,0.0,l c
1584,Daniel Palencia,0.0,0.0,CHC
1585,Johan Oviedo,0.0,0.0,l c
1586,Michel Otanez,0.0,0.0,l c
1587,Andrew Walters,0.0,0.0,l c
1588,Sean Hjelle,0.0,0.0,l c
1589,Cam Booser,0.0,0.0,CWS
1590,Keaton Winn,0.0,0.0,l c
1591,Mason Fluharty,0.0,0.0,TOR
1592,Jonathan Loaisiga,0.0,0.0,l c
1593,Jorge Alcala,0.0,0.0,MIN
1594,Brenan Hanifee,0.0,0.0,DET
1595,Noah Cameron,0.0,0.0,l c
1596,Sean Guenther,0.0,0.0,l c
1597,Josh Sborz,0.0,0.0,l c
1598,John King,0.0,0.0,STL
1599,Dairon Blanco,0.0,0.0,l c
1600,Donovan Solano,0.0,0.0,SEA
1601,Blake Dunn,0.0,0.0,CIN
1602,Derek Hill,0.0,0.0,l c
1603,Jacob Stallings,0.0,0.0,COL
1604,Rob Refsnyder,0.0,0.0,BOS
1605,Jake Rogers,0.0,1.0,l c
1606,Kenta Maeda,0.0,0.0,DET
1607,Ramon Laureano,0.0,0.0,BAL
1608,Jordan Beck,0.0,0.0,COL
1609,Gary Sanchez,0.0,0.0,BAL
1610,D.J. LeMahieu,0.0,0.0,l c
1611,Michael A. Taylor,0.0,0.0,CWS
1612,Christian Vazquez,0.0,0.0,MIN
1613,Tyler Freeman,0.0,0.0,l c
1614,Wenceel Perez,0.0,0.0,l c
1615,Jorge Mateo,0.0,0.0,BAL
1616,Jordan Leasure,0.0,0.0,CWS
1617,Brennan Bernardino,0.0,0.0,BOS
1618,Andrew Nardi,0.0,0.0,l c
1619,Danny Young,0.0,0.0,NYM
1620,Erik Sabrowski,0.0,0.0,l c
1621,Robert Stephenson,0.0,0.0,l c
1622,Gregory Santos,0.0,0.0,l c
1623,Sean Bouchard,0.0,0.0,COL
1624,Justin Wilson,0.0,0.0,BOS
1625,Alec Marsh,0.0,0.0,l c
1626,Joe Mantiply,0.0,0.0,l c
1627,John Schreiber,0.0,0.0,KC
1628,Nick Martini,0.0,0.0,COL
1629,Blake Perkins,0.0,0.0,l c
1630,Jordan Wicks,0.0,0.0,CHC
1631,Enyel De Los Santos,0.0,0.0,ATL
1632,Angel Zerpa,0.0,0.0,KC
1633,RJ Schreck,0.0,0.0,l c
1634,Charles McAdoo,0.0,0.0,l c
1635,Shay Whitcomb,0.0,0.0,l c
1636,Nick Pratto,0.0,0.0,l c
1637,Rodolfo Castro,0.0,0.0,l c
1638,Ali Sanchez,0.0,0.0,l c
1639,George Valera,0.0,0.0,l c
1640,Vidal Brujan,0.0,0.0,CHC
1641,Blake Sabol,0.0,0.0,BOS
1642,Austin Wynns,0.0,0.0,CIN
1643,Nathan Church,0.0,0.0,l c
1644,Tim Tawa,0.0,0.0,ARI
1645,Jose Fermin,0.0,0.0,l c
1646,Mickey Gasper,0.0,0.0,l c
1647,Peyton Wilson,0.0,0.0,l c
1648,Marcus Lee Sang,0.0,0.0,l c
1649,Jahmai Jones,0.0,0.0,l c
1650,Robbie Grossman,0.0,0.0,l c
1651,Johnathan Rodriguez,0.0,0.0,l c
1652,Andruw Monasterio,0.0,0.0,l c
1653,Jhonny Pereda,0.0,0.0,OAK
1654,Francisco Urbaez,0.0,0.0,l c
1655,Jeferson Morales,0.0,0.0,l c
1656,Rhylan Thomas,0.0,0.0,l c
1657,Jordan Groshans,0.0,0.0,l c
1658,Alex Jackson,0.0,0.0,l c
1659,Everson Pereira,0.0,0.0,l c
1660,Dylan Carlson,0.0,0.0,l c
1661,Pablo Reyes,0.0,0.0,NYY
1662,Colby Thomas,0.0,0.0,l c
1663,Ryan Kreidler,0.0,0.0,DET
1664,Mike Boeve,0.0,0.0,l c
1665,Eliezer Alfonzo,0.0,0.0,l c
1666,Leo Rivas,0.0,0.0,SEA
1667,Dom Nunez,0.0,0.0,l c
1668,Zack Short,0.0,0.0,l c
1669,Hao-Yu Lee,0.0,0.0,l c
1670,Logan Davidson,0.0,0.0,l c
1671,Billy Hamilton,0.0,0.0,l c
1672,Tyler Callihan,0.0,0.0,l c
1673,Andres Chaparro,0.0,0.0,l c
1674,Bryan Lavastida,0.0,0.0,l c
1675,Tucker Barnhart,0.0,0.0,l c
1676,Luke Ritter,0.0,0.0,l c
1677,Shane McGuire,0.0,0.0,l c
1678,Brandon Valenzuela,0.0,0.0,l c
1679,Grae Kessinger,0.0,0.0,l c
1680,Rafael Ortega,0.0,0.0,l c
1681,Darick Hall,0.0,0.0,l c
1682,Omar Narvaez,0.0,0.0,l c
1683,Matthew Lugo,0.0,0.0,l c
1684,Ryan Fitzgerald,0.0,0.0,l c
1685,Alan Trejo,0.0,0.0,l c
1686,Jonatan Clase,0.0,0.0,l c
1687,Matt Duffy,0.0,0.0,l c
1688,Cal Stevenson,0.0,0.0,PHI
1689,Trey Lipscomb,0.0,0.0,WSH
1690,Victor Mesa Jr.,0.0,0.0,l c
1691,Nick Ahmed,0.0,0.0,l c
1692,Braxton Fulford,0.0,0.0,COL
1693,Cesar Salazar,0.0,0.0,l c
1694,Mason McCoy,0.0,0.0,l c
1695,Blake Hunt,0.0,0.0,l c
1696,Braden Shewmake,0.0,0.0,l c
1697,Austin Gauthier,0.0,0.0,l c
1698,Ramon Rodriguez,0.0,0.0,l c
1699,David Hensley,0.0,0.0,l c
1700,Jose Azocar,0.0,0.0,NYM
1701,Ben Williamson,0.0,0.0,SEA
1702,Jake Bauers,0.0,0.0,MIL
1703,Josh Palacios,0.0,0.0,CWS
1704,Nathan Lukes,0.0,0.0,TOR
1705,Ryan Bliss,0.0,0.0,l c
1706,Vinny Capra,0.0,1.0,MIL
1707,Eric Haase,0.0,0.0,MIL
1708,Joey Loperfido,0.0,0.0,l c
1709,Nasim Nunez,0.0,0.0,WSH
1710,Greg Jones,0.0,0.0,l c
1711,Aaron Schunk,0.0,0.0,COL
1712,Tsung-Che Cheng,0.0,0.0,l c
1713,D.J. Stewart,0.0,0.0,l c
1714,Kody Clemens,0.0,0.0,PHI
1715,David Villar,0.0,0.0,SF
1716,Sam Huff,0.0,0.0,SF
1717,Connor Joe,0.0,0.0,SD
1718,Christian Bethancourt,0.0,0.0,l c
1719,Matt Thaiss,0.0,0.0,CWS
1720,Manuel Margot,0.0,0.0,l c
1721,Justyn-Henry Malloy,0.0,0.0,DET
1722,Garrett Hampson,0.0,0.0,ARI
1723,Adrian Del Castillo,0.0,0.0,l c
1724,Jonah Bride,0.0,0.0,MIN
1725,Riley Adams,0.0,0.0,WSH
1726,Tyler Wade,0.0,0.0,SD
1727,Nicky Lopez,0.0,0.0,l c
1728,Jacob Melton,0.0,0.0,l c
1729,Darell Hernaiz,0.0,0.0,l c
1730,Blaze Alexander,0.0,0.0,l c
1731,Max Acosta,0.0,0.0,l c
1732,Isaac Collins,0.0,0.0,MIL
1733,Will Benson,0.0,0.0,l c
1734,J.D. Davis,0.0,0.0,LAA
1735,Weston Wilson,0.0,0.0,l c
1736,Ben Gamel,0.0,0.0,l c
1737,Aledmys Diaz,0.0,0.0,l c
1738,Jacob Amaya,0.0,0.0,CWS
1739,Tre' Morgan,0.0,0.0,l c
1740,Dominic Fletcher,0.0,0.0,l c
1741,Cesar Prieto,0.0,0.0,l c
1742,Yohel Pozo,0.0,0.0,STL
1743,Yeiner Fernandez,0.0,0.0,l c
1744,Josh Kasevich,0.0,0.0,l c
1745,Justice Bigbie,0.0,0.0,l c
1746,Warming Bernabel,0.0,0.0,l c
1747,Wilfred Veras,0.0,0.0,l c
1748,Michael Stefanic,0.0,0.0,l c
1749,Taylor Trammell,0.0,0.0,l c
1750,Dru Baker,0.0,0.0,l c
1751,Tomas Nido,0.0,0.0,DET
1752,Ji Hwan Bae,0.0,0.0,l c
1753,Jose Herrera,0.0,0.0,ARI
1754,Brett Wisely,0.0,0.0,l c
1755,Tim Elko,0.0,0.0,l c
1756,Martin Maldonado,0.0,0.0,SD
1757,Nick Maton,0.0,0.0,CWS
1758,Austin Hedges,0.0,0.0,CLE
1759,Brandon Drury,0.0,0.0,l c
1760,Austin Barnes,0.0,0.0,LAD
1761,Christian Koss,0.0,0.0,SF
1762,Tom Murphy,0.0,0.0,l c
1763,Joey Wiemer,0.0,0.0,l c
1764,Oscar Colas,0.0,0.0,l c
1765,Nelson Velazquez,0.0,0.0,l c
1766,Billy Cook,0.0,0.0,l c
1767,Dustin Harris,0.0,0.0,TEX
1768,Bryan Ramos,0.0,0.0,l c
1769,Shohei Ohtani,100.0,100.0,LAD
1770,Justin Foscue,0.0,0.0,l c
1772,Tanner Dodson,0.0,0.0,l c
