,Player,Team,Pos,Age,ID,HitTool,Discipline,Power,Speed,Durability
639,Walker Jenkins,MIN,CF/RF/LF,20.7,805805,106.0,109.0,103.0,107.0,93.0
640,Gabriel Gonzalez,MIN,LF/RF,21.8,694224,105.0,102.0,103.0,94.0,108.0
641,Kala'i Rosario,MIN,RF/LF,23.3,693850,97.0,103.0,114.0,108.0,111.0
642,Kyler Fedko,MIN,CF/LF/1B,26.1,693459,99.0,111.0,115.0,110.0,110.0
643,Hendry Mendez (mil),MIN,LF/RF,22.0,694230,104.0,121.0,96.0,93.0,104.0
644,Maddux Houghton,MIN,CF/RF/LF,26.7,806368,100.0,93.0,105.0,122.0,100.0
645,Kyle Hess,MIN,RF/LF/CF,26.5,680740,99.0,101.0,99.0,103.0,88.0
646,Brandon Winokur,MIN,CF/SS/3B,20.9,806263,102.0,88.0,113.0,114.0,111.0
647,Caden Kendle,MIN,RF/CF/LF,23.6,814522,102.0,105.0,102.0,108.0,101.0
648,Misael Urbina,MIN,LF/RF/CF,23.5,682618,100.0,108.0,100.0,96.0,93.0
649,Eduardo Beltre,MIN,CF/RF/LF,19.1,815924,98.0,,,120.0,
650,Byron Chourio,MIN,CF/LF/RF,20.5,805102,100.0,98.0,70.0,111.0,82.0
651,Yasser Mercedes,MIN,CF/RF/LF,21.0,703160,97.0,101.0,110.0,123.0,97.0
652,Jacob McCombs,MIN,CF/LF/RF,21.3,829643,,,,,
653,Jhomnardo Reyes,MIN,CF/RF/LF,18.1,829076,,,,,
654,Ariel Castro,MIN,CF/RF/LF,19.7,806966,,,,,
655,Ricardo Paez,MIN,LF/RF/CF,18.6,821671,,,,,
656,Merphy Hernandez,MIN,CF/RF/LF,18.9,821075,,,,,
657,Luis Fragoza,MIN,LF/1B/RF,19.0,821613,,,,,
658,Carlos Taveras,MIN,CF/LF/RF,17.4,829056,,,,,
659,Joyner Perez,MIN,LF/1B/RF,17.4,829836,,,,,
660,Yovanny Duran,MIN,CF/RF/LF,18.0,829773,,,,,
661,Teilon Serrano,MIN,CF/RF/LF,17.5,829080,,,,,
662,Jasson Dominguez,NYY,LF/CF/RF,22.7,691176,103.0,102.0,116.0,115.0,113.0
663,Aaron Judge,NYY,RF/CF,33.5,592450,,,,94.0,125.0
664,Ben Rice,NYY,1B/C,26.7,700250,100.0,110.0,136.0,93.0,113.0
665,Giancarlo Stanton,NYY,RF/LF,36.0,519317,,,,74.0,94.0
666,Jazz Chisholm,NYY,2B/3B,27.8,665862,,,,117.0,117.0
667,Ryan McMahon,NYY,3B,30.9,641857,,,,92.0,130.0
668,Jose Caballero,NYY,SS/3B/RF,29.2,676609,,,,135.0,111.0
669,Spencer G. Jones,NYY,CF/LF/RF,24.5,682987,99.0,89.0,125.0,118.0,110.0
670,Austin Wells,NYY,C,26.1,669224,101.0,97.0,105.0,89.0,112.0
671,J.C. Escarra,NYY,C/1B/3B,30.5,641555,106.0,115.0,102.0,90.0,87.0
672,Braden Shewmake,NYY,SS/2B/3B,28.0,669699,103.0,96.0,95.0,112.0,94.0
673,Jorbit Vivas,NYY,2B/3B,24.7,678391,105.0,123.0,91.0,100.0,113.0
674,Oswaldo Cabrera,NYY,3B/2B/LF,26.7,665828,,,,97.0,85.0
675,Anthony Volpe,NYY,SS,24.5,683011,,,,113.0,128.0
676,Omar Martinez,NYY,C,24.3,683079,102.0,100.0,113.0,87.0,102.0
677,Tomas Frick,NYY,C,25.1,694281,98.0,109.0,,86.0,82.0
678,Edinson Duran,NYY,C,23.3,702750,101.0,,,102.0,
679,Manuel Palencia,NYY,C/1B,23.2,692633,104.0,113.0,,88.0,
680,Engelth Urena,NYY,C,21.2,800246,99.0,106.0,98.0,93.0,114.0
681,Ediel Rivera,NYY,C,20.1,815528,98.0,,,,
682,Queni Pineda,NYY,C,18.4,821065,,,,,
683,Carlos Villaroel,NYY,C/1B,18.4,821803,,,,,
684,Justin Capellan,NYY,C,19.3,820886,,,,,
685,Carlos Rondon,NYY,C,19.7,821084,,,,,
686,T.J. Rumfield,NYY,1B,25.5,681198,106.0,104.0,104.0,88.0,113.0
687,Tyler Hardman,NYY,1B/3B,26.8,676205,99.0,90.0,118.0,106.0,105.0
688,Coby Morales,NYY,1B/RF/LF,23.9,815089,105.0,97.0,96.0,106.0,105.0
689,Josh Moylan,NYY,1B/3B,23.3,694742,96.0,102.0,99.0,93.0,105.0
690,Hans Montero,NYY,1B/2B/LF,21.9,694215,97.0,91.0,108.0,122.0,97.0
691,Jackson Lovich,NYY,1B/3B/SS,22.0,804944,,,,,
692,Remy Veldhuisen,NYY,1B/RF,20.7,820978,,,,,
693,Owen Cobb,NYY,2B/3B/SS,24.4,686540,102.0,94.0,96.0,134.0,
694,Enmanuel Tejeda,NYY,2B/3B,20.9,800285,102.0,106.0,86.0,120.0,
695,Connor McGinnis,NYY,2B/LF/RF,22.9,821296,96.0,,,,
696,Santiago Gomez,NYY,2B/3B/LF,21.6,801726,101.0,,,,
697,Gabriel A. Terrero,NYY,2B,20.1,808239,,,,,
698,Carlos Bello,NYY,2B/SS,17.9,830470,,,,,
699,Juan Torres,NYY,2B/3B,18.1,825153,,,,,
700,Dylan Jasso,NYY,3B/2B/1B,22.9,815734,100.0,99.0,100.0,87.0,114.0
701,Juan Matheus,NYY,3B/SS/2B,21.5,801276,105.0,106.0,94.0,119.0,114.0
702,Bryce Martin-Grudzielanek,NYY,3B/2B/SS,22.4,701727,101.0,,,,
703,Richard Matic,NYY,3B,18.3,821043,,,,,
704,Leni Done,NYY,3B/1B,18.4,830454,,,,,
705,George Lombard Jr.,NYY,SS/3B/2B,20.4,806146,97.0,106.0,95.0,117.0,116.0
706,Kaeden Kent,NYY,SS/3B,22.2,809763,108.0,,,84.0,
707,Core Jackson,NYY,SS/2B,22.1,692110,96.0,,,96.0,
708,Dax Kilby,NYY,SS,19.0,828076,100.0,,,,
709,Roderick Arias,NYY,SS/3B,21.1,703149,100.0,93.0,102.0,125.0,103.0
710,Dexters Peralta,NYY,SS/2B,18.3,820996,,,,,
711,Mani Cedeno,NYY,SS,17.2,829041,,,,,
712,Stiven Marinez,NYY,SS,18.2,829501,,,,,
713,Brendan Jones,NYY,CF/LF/RF,23.5,800957,100.0,114.0,103.0,130.0,114.0
714,Garrett Martin,NYY,CF/RF/LF,25.3,682003,99.0,89.0,108.0,115.0,99.0
715,Dillon Lewis,NYY,CF/LF/RF,22.4,827665,97.0,99.0,128.0,114.0,110.0
716,Jackson Castillo,NYY,LF/CF/RF,22.5,814431,98.0,106.0,93.0,105.0,107.0
717,Jace Avina,NYY,CF/RF/LF,22.4,701778,102.0,96.0,110.0,92.0,103.0
718,Tyler J. Wilson,NYY,LF/RF/1B,23.3,694834,103.0,106.0,90.0,102.0,95.0
719,Joe Delossantos,NYY,LF/RF,24.4,688671,93.0,,,132.0,
720,Eric Genther,NYY,LF/RF,23.4,823759,,,,,
721,Brandon Mayea,NYY,CF/LF/RF,20.1,806963,,,,,
722,Willy Montero,NYY,CF/RF/LF,21.2,701206,103.0,90.0,92.0,98.0,
723,Wilson Rodriguez,NYY,LF/RF,21.1,815147,100.0,,,103.0,
724,Richie Bonomolo Jr.,NYY,LF/RF,22.0,825925,100.0,,,,
725,Gabriel Lara,NYY,LF/RF/CF,19.9,808106,,,,,
726,Ruben Castillo,NYY,CF/LF/RF,17.8,830419,,,,,
727,Wilberson De Pena,NYY,LF/RF,19.0,821648,,,,,
728,Francisco Vilorio,NYY,CF,19.0,815910,,,,,
729,Luis Puello,NYY,RF/1B/C,19.8,809772,,,,,
730,David Carrera,NYY,LF/RF,19.2,821683,,,,,
731,Richard Meran,NYY,RF/LF,19.4,808152,,,,,
732,Estivenzon Montero,NYY,RF/LF,19.1,821028,,,,,
733,Nick Kurtz,OAK,1B,22.6,701762,98.0,,,86.0,117.0
734,Shea Langeliers,OAK,C,28.0,669127,,,,86.0,115.0
735,Tyler Soderstrom,OAK,LF/1B,23.9,691016,101.0,91.0,126.0,91.0,123.0
736,Brent Rooker,OAK,LF/RF,31.0,667670,,,,92.0,128.0
737,Jacob Wilson,OAK,SS,23.6,805779,112.0,182.0,,92.0,112.0
738,Lawrence Butler,OAK,RF/CF/LF,25.3,671732,101.0,101.0,112.0,112.0,124.0
739,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,103.0,93.0,116.0,96.0,104.0
740,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,103.0,93.0,102.0,96.0,104.0
741,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,103.0,92.0,116.0,96.0,104.0
742,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,103.0,92.0,102.0,96.0,104.0
743,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,102.0,93.0,116.0,96.0,104.0
744,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,102.0,93.0,102.0,96.0,104.0
745,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,102.0,92.0,116.0,96.0,104.0
746,Maxwell Muncy,OAK,3B/2B/SS,23.2,691777,102.0,92.0,102.0,96.0,104.0
747,Zack Gelof,OAK,2B,26.0,680869,97.0,97.0,112.0,109.0,99.0
748,Denzel Clarke,OAK,CF,25.5,672016,97.0,100.0,119.0,113.0,93.0
749,Austin Wynns,OAK,C,34.9,642851,103.0,,,78.0,78.0
750,Darell Hernaiz,OAK,SS/3B/2B,24.3,687231,108.0,112.0,89.0,101.0,121.0
751,JJ Bleday,OAK,CF/RF/LF,28.0,668709,101.0,108.0,120.0,94.0,117.0
752,Colby Thomas,OAK,RF/CF/LF,24.8,687515,103.0,87.0,115.0,103.0,116.0
753,Willie MacIver,OAK,C/1B,29.0,680862,109.0,93.0,100.0,105.0,96.0
754,Daniel Susac,OAK,C,24.5,691740,102.0,90.0,105.0,95.0,99.0
755,Shane McGuire,OAK,C/1B,26.6,676063,98.0,112.0,90.0,91.0,91.0
756,Cole Conn,OAK,C,24.3,813833,100.0,104.0,93.0,97.0,96.0
757,CJ Rodriguez,OAK,C,25.3,675430,100.0,106.0,89.0,79.0,
758,Davis Diaz,OAK,C/2B/3B,22.7,696286,100.0,124.0,90.0,95.0,102.0
759,Mario Gomez,OAK,C,22.8,694034,103.0,,,87.0,
760,Nick Schwartz,OAK,C,24.7,813859,101.0,93.0,89.0,89.0,
761,Dylan Fien,OAK,C/1B,20.0,814504,102.0,94.0,91.0,85.0,113.0
762,Logan Sauve,OAK,C,22.3,702524,,,,,
763,Bryan Arendt,OAK,C/1B,22.6,701699,98.0,,,,
764,Ramon Landaeta,OAK,C,19.5,807983,,,,,
765,Brennan Milone,OAK,1B/LF/RF,24.5,686810,101.0,108.0,99.0,89.0,108.0
766,T.J. Schofield-Sam,OAK,1B/3B,24.4,672013,104.0,93.0,96.0,91.0,110.0
767,C.J. Pittaro,OAK,1B/LF/RF,24.0,694953,100.0,108.0,87.0,94.0,113.0
768,Cesar Gonzalez,OAK,1B,20.8,800177,,,,,
769,German Ortiz,OAK,1B/LF,21.3,699000,97.0,,,88.0,
770,Max Schuemann,OAK,2B/3B/CF,28.4,680474,102.0,109.0,94.0,108.0,109.0
771,Cooper Bowman,OAK,2B/LF/1B,25.8,688682,97.0,101.0,97.0,123.0,93.0
772,Euribiel Angeles,OAK,2B/SS/3B,23.5,683494,102.0,114.0,91.0,104.0,110.0
773,Colby Halter,OAK,2B/3B/1B,24.2,690985,100.0,96.0,98.0,113.0,106.0
774,Casey Yamauchi,OAK,2B/SS,25.2,671748,109.0,129.0,85.0,104.0,109.0
775,Jared Sprague-Lott,OAK,2B/3B/1B,24.1,814445,96.0,127.0,99.0,95.0,90.0
776,Max Durrington,OAK,2B/LF,18.7,828589,100.0,,86.0,99.0,
777,Brett Harris,OAK,3B/1B/2B,27.4,695391,103.0,110.0,101.0,97.0,96.0
778,Luke Mann,OAK,3B/1B/2B,25.6,680996,98.0,93.0,104.0,93.0,113.0
779,Tommy White,OAK,3B/1B,22.7,695720,107.0,102.0,110.0,85.0,100.0
780,Myles Naylor,OAK,3B/2B/1B,20.6,802504,91.0,96.0,104.0,98.0,95.0
781,Daniel Bucciero,OAK,3B/LF,21.1,827759,,,,,
782,Bryan Andrade,OAK,3B/1B/SS,20.7,800182,102.0,,,89.0,
783,Ayden Johnson,OAK,3B,17.7,829042,,,,,
784,Joshua Kuroda-Grauer,OAK,SS/2B/3B,22.8,811965,106.0,128.0,86.0,104.0,109.0
785,Drew Swift,OAK,SS/3B/2B,26.7,669439,97.0,101.0,76.0,108.0,100.0
786,Leo De Vries,OAK,SS,19.1,815888,104.0,104.0,112.0,100.0,107.0
787,Leo De Vries,OAK,SS,19.1,815888,104.0,104.0,111.0,100.0,107.0
788,Leo De Vries,OAK,SS,19.1,815888,104.0,103.0,112.0,100.0,107.0
789,Leo De Vries,OAK,SS,19.1,815888,104.0,103.0,111.0,100.0,107.0
790,Leo De Vries,OAK,SS,19.1,815888,98.0,104.0,112.0,100.0,107.0
791,Leo De Vries,OAK,SS,19.1,815888,98.0,104.0,111.0,100.0,107.0
792,Leo De Vries,OAK,SS,19.1,815888,98.0,103.0,112.0,100.0,107.0
793,Leo De Vries,OAK,SS,19.1,815888,98.0,103.0,111.0,100.0,107.0
794,Jeremy Eierman,OAK,SS/3B,29.1,663369,99.0,86.0,108.0,95.0,
795,Bobby Boser,OAK,SS/3B/2B,22.9,804119,95.0,,,90.0,
796,Ali Camarillo,OAK,SS/3B/2B,22.5,701548,102.0,102.0,88.0,105.0,101.0
797,Shotaro Morii,OAK,SS/2B/SP,18.9,829679,,,,,
798,Edgar Montero,OAK,SS/3B,19.0,815911,,,,,
799,Carlos A. Cortes,OAK,LF/RF,28.3,666126,102.0,109.0,113.0,85.0,105.0
800,Henry Bolte,OAK,RF/CF/LF,22.3,703607,100.0,94.0,114.0,123.0,108.0
801,Clark Elliott,OAK,LF/RF/CF,25.1,686499,97.0,116.0,101.0,101.0,110.0
802,Ryan Lasko,OAK,CF/RF/LF,23.4,805782,98.0,102.0,94.0,106.0,96.0
803,Nate Nankil,OAK,RF/LF/CF,23.0,694977,101.0,110.0,96.0,91.0,112.0
804,Jared Dickey,OAK,RF/LF/1B,23.7,801406,101.0,114.0,99.0,95.0,112.0
805,Brayan Buelvas,OAK,CF/RF/LF,23.4,683454,97.0,93.0,101.0,109.0,92.0
806,Devin Taylor,OAK,LF/RF,21.8,805127,97.0,,,92.0,
807,Carlos J. Pacheco,OAK,RF/CF/LF,21.0,800149,94.0,,,118.0,94.0
808,Cameron Leary,OAK,LF/RF/CF,24.0,802474,100.0,105.0,107.0,125.0,116.0
809,Rodney Green,OAK,CF/LF,22.6,701587,102.0,96.0,103.0,105.0,109.0
810,Rodney Green,OAK,CF/LF,22.6,701587,102.0,96.0,103.0,105.0,109.0
811,Rodney Green,OAK,CF/LF,22.6,701587,96.0,96.0,103.0,105.0,109.0
812,Rodney Green,OAK,CF/LF,22.6,701587,96.0,96.0,103.0,105.0,109.0
813,Pedro Pineda,OAK,CF/RF/LF,22.2,694191,97.0,92.0,105.0,102.0,89.0
814,Gavin Turley,OAK,RF/LF,22.0,702504,100.0,,,78.0,
815,Bobby Blandford,OAK,CF/RF/LF,22.8,701520,96.0,,,94.0,
816,Darling Fernandez,OAK,RF/LF,19.9,807000,,,,,
817,Darwing Ozuna,OAK,RF/LF/1B,17.6,829048,,,,,
818,Breyson Guedez,OAK,LF/RF,18.1,829052,,,,,
819,Jose Ramos (oak),OAK,CF/LF/RF,19.1,815927,,,,,
820,Shotaro Morii,OAK,SS/2B/SP,18.9,829679,,,,,
821,J.P. Crawford,SEA,SS,30.8,641487,,,,80.0,128.0
822,Julio Rodriguez,SEA,CF,24.8,677594,,,,107.0,127.0
823,Cal Raleigh,SEA,C,28.9,663728,,,,96.0,128.0
824,Randy Arozarena,SEA,LF/RF,30.7,668227,,,,106.0,131.0
825,Dominic Canzone,SEA,RF/CF/LF,28.2,686527,104.0,100.0,117.0,93.0,112.0
826,Luke Raley,SEA,RF/1B/LF,31.1,670042,,,,87.0,98.0
827,Victor Robles,SEA,CF/RF/LF,28.5,645302,101.0,,,122.0,85.0
828,Cole Young,SEA,2B/SS,22.3,702284,101.0,119.0,101.0,99.0,114.0
829,Ben Williamson,SEA,3B/2B,25.0,810938,110.0,106.0,88.0,101.0,115.0
830,Harry Ford,SEA,C,22.7,695670,98.0,114.0,100.0,99.0,105.0
831,Leo Rivas,SEA,SS/2B/3B,28.1,660844,103.0,126.0,91.0,107.0,106.0
832,Miles Mastrobuoni,SEA,3B/2B/RF,30.0,670156,103.0,124.0,81.0,109.0,108.0
833,Samad Taylor,SEA,2B/CF/LF,27.3,669392,101.0,106.0,92.0,122.0,115.0
834,Jorge Polanco,SEA,2B/3B,32.3,593871,95.0,,,84.0,117.0
835,Blake Hunt,SEA,C,27.0,675448,103.0,97.0,105.0,85.0,88.0
836,Freuddy Batista,SEA,C,25.9,673945,102.0,91.0,114.0,86.0,86.0
837,Connor Charping,SEA,C,26.6,806464,101.0,120.0,94.0,104.0,
838,Luke Stevenson,SEA,C,21.3,806233,98.0,,,91.0,
839,Josh Caron,SEA,C,22.3,701805,101.0,87.0,101.0,105.0,90.0
840,Matthew Ellis,SEA,C,25.3,700815,96.0,116.0,111.0,88.0,97.0
841,Grant Jay,SEA,C/LF,22.1,703603,,,,,
842,Connor Dykstra,SEA,C,24.6,683270,97.0,95.0,99.0,97.0,83.0
843,Sebastian De Andrade,SEA,C,19.5,808143,,,,,
844,Gabriel Guanchez,SEA,C,18.6,821687,,,,,
845,Manuel Almeida,SEA,C,18.1,829903,,,,,
846,Grant Knipp,SEA,C/RP,23.9,694840,,,,,
847,Austin Shenton,SEA,1B/3B,27.8,668853,100.0,98.0,112.0,80.0,97.0
848,Hunter Fitz-Gerald,SEA,1B,24.9,686638,102.0,89.0,99.0,96.0,99.0
849,Hogan Windish,SEA,1B/2B,26.5,702112,97.0,94.0,102.0,98.0,96.0
850,Jose Caguana,SEA,1B/C,23.6,683588,98.0,95.0,107.0,101.0,85.0
851,Dalton Davis,SEA,1B/LF/CF,25.0,802990,,,,,
852,Ryan Bliss,SEA,2B/SS/3B,25.9,669208,101.0,98.0,105.0,145.0,
853,Blake Rambusch,SEA,2B/LF/3B,26.2,800683,102.0,116.0,84.0,120.0,96.0
854,Michael Arroyo,SEA,2B/SS,21.0,703197,102.0,105.0,109.0,99.0,107.0
855,Charlie Pagliarini,SEA,2B/1B/LF,24.9,813860,97.0,101.0,117.0,92.0,108.0
856,Dervy Ventura,SEA,2B/SS/LF,21.8,805319,100.0,107.0,93.0,123.0,109.0
857,Kendry Martinez,SEA,2B/SS,18.1,829036,,,,,
858,Diego Contreras,SEA,2B/3B/LF,18.1,832559,,,,,
859,Caleb Cali,SEA,3B/1B/2B,25.2,687730,99.0,96.0,107.0,103.0,105.0
860,Luis Suisbel,SEA,3B/SS/1B,22.5,692044,103.0,89.0,112.0,95.0,109.0
861,Carter Dorighi,SEA,3B/1B/2B,22.4,826163,102.0,101.0,86.0,108.0,116.0
862,Brandon Eike,SEA,3B/1B,24.1,694806,98.0,86.0,104.0,82.0,100.0
863,Dawel Joseph,SEA,3B/SS,18.5,815892,,,,,
864,Colt Emerson,SEA,SS/3B/2B,20.3,806068,104.0,110.0,101.0,102.0,110.0
865,Brock Rodden,SEA,SS/2B/3B,25.4,801126,104.0,95.0,104.0,118.0,
866,Josh Hood,SEA,SS/3B/LF,25.3,681377,100.0,91.0,103.0,112.0,104.0
867,Axel Sanchez,SEA,SS/2B,22.9,692046,98.0,91.0,98.0,107.0,
868,Felnin Celesten,SEA,SS,20.1,806958,101.0,94.0,96.0,110.0,94.0
869,Austin St. Laurent,SEA,SS/3B/2B,23.3,694318,101.0,107.0,88.0,101.0,108.0
870,Nick Becker,SEA,SS,18.9,829306,,,,,
871,Leandro Romero,SEA,SS/2B/3B,19.0,815933,,,,,
872,Rhylan Thomas,SEA,RF/CF/LF,25.6,689041,112.0,142.0,72.0,106.0,113.0
873,Spencer Packard,SEA,LF/1B/RF,28.1,689070,106.0,119.0,93.0,82.0,106.0
874,Victor Labrada,SEA,LF/RF/CF,25.8,700032,102.0,108.0,93.0,123.0,106.0
875,Bill Knight,SEA,CF/RF/LF,26.2,681098,102.0,97.0,92.0,125.0,109.0
876,Cade Marlowe,SEA,RF/CF/LF,28.4,687799,104.0,92.0,100.0,121.0,86.0
877,Lazaro Montes,SEA,RF/LF,21.0,703155,97.0,98.0,121.0,92.0,110.0
878,Tai Peete,SEA,CF/LF,20.2,806191,99.0,90.0,106.0,124.0,111.0
879,Jared Sundstrom,SEA,RF/LF/CF,24.4,814791,100.0,90.0,104.0,121.0,104.0
880,Anthony Donofrio,SEA,RF/LF,25.3,823703,100.0,96.0,99.0,104.0,94.0
881,Colin Davis,SEA,LF/CF/RF,26.7,695342,98.0,92.0,108.0,102.0,
882,Jonny Farmelo,SEA,CF/LF/RF,21.1,806071,99.0,102.0,110.0,109.0,
883,Carlos J. Jimenez,SEA,CF/LF/RF,22.7,692039,99.0,97.0,106.0,113.0,102.0
884,Ricardo Cova,SEA,LF/3B/RF,21.4,699698,106.0,89.0,98.0,124.0,95.0
885,Curtis Washington Jr.,SEA,LF/CF/RF,25.5,690944,98.0,100.0,96.0,130.0,92.0
886,Carson Jones,SEA,LF/CF/RF,25.1,687982,97.0,89.0,105.0,129.0,86.0
887,Cesar Quintas,SEA,RF/1B/LF,22.6,692364,99.0,96.0,104.0,100.0,98.0
888,Korbyn Dickerson,SEA,CF/RF/LF,22.0,702668,,,,,
889,Aidan Taurek,SEA,LF/RF/CF,22.0,702522,107.0,,,108.0,
890,George Feliz,SEA,CF/RF/LF,23.1,692031,97.0,,99.0,100.0,70.0
891,Dustin Crenshaw,SEA,LF/3B/SS,24.0,695289,102.0,,,99.0,
892,Kelvin Alcantara,SEA,RF/LF/CF,20.1,808083,,,,,
893,Yorger Bautista,SEA,CF/RF/LF,18.1,829045,,,,,
894,Grant Knipp,SEA,C/RP,23.9,694840,,,,,
895,Chandler Simpson,TB,CF/LF,25.0,802415,111.0,140.0,65.0,138.0,116.0
896,Yandy Diaz,TB,1B,34.2,650490,,,,90.0,124.0
897,Jonathan Aranda,TB,1B,27.4,666018,102.0,109.0,119.0,82.0,109.0
898,Junior Caminero,TB,3B,22.3,691406,103.0,95.0,133.0,90.0,122.0
899,Josh Lowe,TB,RF/CF/LF,27.8,666139,97.0,,,109.0,111.0
900,Jonny DeLuca,TB,CF/RF/LF,27.3,676356,105.0,108.0,,102.0,82.0
901,Jonny DeLuca,TB,CF/RF/LF,27.3,676356,105.0,102.0,,102.0,82.0
902,Jonny DeLuca,TB,CF/RF/LF,27.3,676356,104.0,108.0,,102.0,82.0
903,Jonny DeLuca,TB,CF/RF/LF,27.3,676356,104.0,102.0,,102.0,82.0
904,Richie Palacios,TB,RF/LF/2B,28.5,680700,102.0,115.0,87.0,104.0,84.0
905,Taylor Walls,TB,SS/2B/3B,29.3,670764,,,,121.0,103.0
906,Nick Fortes,TB,C,29.0,663743,,,,91.0,102.0
907,Hunter Feduccia,TB,C,28.4,676439,102.0,111.0,101.0,87.0,105.0
908,Tristan Gray,TB,2B/3B/SS,29.6,656484,103.0,87.0,117.0,88.0,104.0
909,Jake Mangum,TB,CF/LF/RF,29.7,663968,115.0,91.0,84.0,111.0,109.0
910,Everson Pereira,TB,CF/LF/RF,24.6,677592,96.0,92.0,117.0,103.0,100.0
911,Brandon Lowe,TB,2B,31.3,664040,,,,82.0,116.0
912,Wander Franco,TB,SS,24.7,677551,,,,104.0,
913,Dominic Keegan,TB,C,25.3,681371,100.0,97.0,114.0,84.0,86.0
914,Logan Driscoll,TB,C,28.0,686482,105.0,91.0,104.0,89.0,
915,Tatem Levins,TB,C,26.4,694420,97.0,114.0,103.0,83.0,98.0
916,Kenny Piper,TB,C,27.3,700652,93.0,94.0,118.0,103.0,88.0
917,Raudelis Martinez,TB,C/1B,23.4,696020,102.0,119.0,92.0,90.0,92.0
918,Nathan Flewelling,TB,C,19.0,807083,96.0,113.0,99.0,92.0,113.0
919,Bryan Broecker,TB,C/1B,23.8,802541,94.0,115.0,89.0,88.0,82.0
920,Taitn Gray,TB,C,18.2,828685,,,,,
921,Jandaniel Gonzalez,TB,C,20.1,806083,100.0,88.0,84.0,82.0,
922,Yirer Garcia,TB,C/1B,20.1,808237,101.0,111.0,79.0,92.0,97.0
923,Deinys Gonzalez,TB,C,18.8,821637,,,,,
924,Ivan Torres,TB,C/1B,17.8,829977,,,,,
925,Bobby Seymour,TB,1B,27.1,676044,103.0,87.0,126.0,92.0,111.0
926,Bobby Seymour,TB,1B,27.1,676044,99.0,87.0,126.0,92.0,111.0
927,Tre' Morgan,TB,1B/LF,23.3,691003,108.0,111.0,96.0,99.0,95.0
928,Xavier Isaac,TB,1B,21.9,800060,94.0,105.0,122.0,97.0,
929,Will Simpson,TB,1B/RF/LF,24.2,687310,100.0,99.0,106.0,93.0,108.0
930,Blake Robertson,TB,1B/LF,24.5,687545,97.0,103.0,95.0,90.0,94.0
931,Larry Martinez,TB,1B/C,20.2,800371,107.0,96.0,82.0,91.0,99.0
932,Cooper Kinney,TB,2B/3B/1B,22.8,695692,104.0,90.0,103.0,85.0,109.0
933,Emilien Pitre,TB,2B/SS,23.1,692150,103.0,105.0,97.0,100.0,109.0
934,Narciso Polanco,TB,2B/3B/SS,21.0,800440,102.0,113.0,95.0,121.0,111.0
935,Felix E. Cotes,TB,2B/3B,20.2,800432,,,,,
936,Kleiver Chauran,TB,2B/3B,19.9,808264,,,,,
937,Emmanuel Cedeno,TB,2B/SS/3B,18.1,829703,,,,,
938,Tanner Murray,TB,3B/SS/2B,26.2,695020,102.0,91.0,106.0,91.0,112.0
939,Brayden Taylor,TB,3B/2B/SS,23.5,694966,97.0,106.0,108.0,113.0,105.0
940,Jalen Battles,TB,3B/2B/SS,25.9,689216,99.0,90.0,92.0,104.0,
941,Carlos Colmenarez,TB,3B/SS/LF,22.0,694181,97.0,96.0,96.0,97.0,91.0
942,Hunter Haas,TB,3B/1B/2B,23.6,690983,98.0,91.0,96.0,99.0,94.0
943,Tony Santa Maria,TB,3B/2B/LF,23.6,811948,101.0,,,,
944,Jose Monzon,TB,3B/2B/SS,20.0,808267,100.0,104.0,87.0,101.0,99.0
945,Warel Solano,TB,3B/2B,18.1,829046,,,,,
946,Aaron Pinero,TB,3B/2B,18.5,821775,,,,,
947,Carson Williams,TB,SS/3B,22.4,700246,97.0,94.0,124.0,118.0,117.0
948,Willy Vasquez,TB,SS/RF/3B,24.2,691938,100.0,89.0,98.0,108.0,
949,Jadher Areinamo,TB,SS/2B/3B,21.9,699130,107.0,110.0,103.0,106.0,111.0
950,Gregory Barrios,TB,SS,21.6,699126,106.0,109.0,85.0,131.0,111.0
951,Adrian Santana,TB,SS/2B,20.3,803745,109.0,112.0,86.0,137.0,96.0
952,Daniel Pierce,TB,SS,19.2,828084,,,,,
953,Cooper Flemming,TB,SS,19.2,828237,,,,,
954,Alberth Palma,TB,SS/2B/3B,19.8,808285,105.0,,,,
955,Raymer Medina,TB,SS/3B,18.0,829068,,,,,
956,Angel Brachi,TB,SS/2B/3B,18.8,821791,,,,,
957,Eliomar Garces,TB,SS/2B,18.0,829055,,,,,
958,Andreimi Antunez,TB,SS,19.0,821782,,,,,
959,Tristan Peters,TB,CF/RF/LF,25.7,671976,102.0,104.0,98.0,101.0,117.0
960,Kameron Misner,TB,CF/RF/LF,27.8,670224,96.0,100.0,109.0,113.0,106.0
961,Christopher Morel,TB,LF/3B/2B,26.4,666624,98.0,,,106.0,111.0
962,Ryan Vilade,TB,RF/2B/1B,26.7,668723,107.0,101.0,106.0,98.0,112.0
